HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.text-eng,Input.label,Input.parameter,Input.parameter_num_labels,Answer.manifesto_class.labels,Approve,Reject
3909MD9T3MZDM0CN7FZY518MJ0UEFI,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon Apr 14 05:38:01 PDT 2025,3,BatchId:414859;OriginalHitTemplateId:921587261;,3600,259200,Tue Jul 22 05:38:01 PDT 2025,,,351SEKWQSO0GMOOYN9XTJT6PYHIMDJ,A335R4YE2E34H6,Approved,Tue Apr 29 04:06:32 PDT 2025,Tue Apr 29 04:07:05 PDT 2025,Fri May 02 04:07:05 PDT 2025,Tue Apr 29 05:04:55 PDT 2025,,,33,100% (152/152),100% (46/46),100% (46/46),"I voted favorably.This rectification budget aims to increase the amount available for payments in the EU budget, in order to conform part of the deficit of about 11.2 billion euros resulting from the implementation of EU programs and projects within the European Social Fund, Fundcohesion and regional development fund.This rectifying budget corresponds to the first tranche, 7.3 billion euros.The European Council is expected to take the second Tronche in October.The approval of the two tranches by the European Council is a sine qua non condition for the European Parliament to pondere to give consent to the 2014-2020 multiannual financial framework.It is pitiful that, in the third quarter of 2013 alone, the European Council has made it possible to make available the necessary funds to deliver reimbursement requests from the 2012 Member States, and may compromise the implementation of 2013 programs and projects.money that is due to member states, to pay expenses already made in social measures and programs.",1,Par408_EconomicGoals,2,"[""Market regulation"",""Economic Planning""]",,
3909MD9T3MZDM0CN7FZY518MJ0UEFI,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon Apr 14 05:38:01 PDT 2025,3,BatchId:414859;OriginalHitTemplateId:921587261;,3600,259200,Tue Jul 22 05:38:01 PDT 2025,,,39GHHAVOM3ADLKZKR1J80XK2HAXJ42,A1NBQ61Y6KO3O9,Approved,Fri May 02 03:19:19 PDT 2025,Fri May 02 03:22:01 PDT 2025,Mon May 05 03:22:01 PDT 2025,Fri May 02 06:03:17 PDT 2025,,,162,100% (287/287),100% (75/75),100% (19/19),"I voted favorably.This rectification budget aims to increase the amount available for payments in the EU budget, in order to conform part of the deficit of about 11.2 billion euros resulting from the implementation of EU programs and projects within the European Social Fund, Fundcohesion and regional development fund.This rectifying budget corresponds to the first tranche, 7.3 billion euros.The European Council is expected to take the second Tronche in October.The approval of the two tranches by the European Council is a sine qua non condition for the European Parliament to pondere to give consent to the 2014-2020 multiannual financial framework.It is pitiful that, in the third quarter of 2013 alone, the European Council has made it possible to make available the necessary funds to deliver reimbursement requests from the 2012 Member States, and may compromise the implementation of 2013 programs and projects.money that is due to member states, to pay expenses already made in social measures and programs.",1,Par408_EconomicGoals,2,"[""Government and administrative efficiency"",""Economic Planning""]",,
3909MD9T3MZDM0CN7FZY518MJ0UEFI,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon Apr 14 05:38:01 PDT 2025,3,BatchId:414859;OriginalHitTemplateId:921587261;,3600,259200,Tue Jul 22 05:38:01 PDT 2025,,,3EICBYG64SFGGOCZKGPQJVWQ9NCCJ6,A1X47COW2Y9SEL,Approved,Wed Apr 30 01:43:01 PDT 2025,Wed Apr 30 01:44:14 PDT 2025,Sat May 03 01:44:14 PDT 2025,Wed Apr 30 02:30:53 PDT 2025,,,73,100% (238/239),100% (19/19),100% (19/19),"I voted favorably.This rectification budget aims to increase the amount available for payments in the EU budget, in order to conform part of the deficit of about 11.2 billion euros resulting from the implementation of EU programs and projects within the European Social Fund, Fundcohesion and regional development fund.This rectifying budget corresponds to the first tranche, 7.3 billion euros.The European Council is expected to take the second Tronche in October.The approval of the two tranches by the European Council is a sine qua non condition for the European Parliament to pondere to give consent to the 2014-2020 multiannual financial framework.It is pitiful that, in the third quarter of 2013 alone, the European Council has made it possible to make available the necessary funds to deliver reimbursement requests from the 2012 Member States, and may compromise the implementation of 2013 programs and projects.money that is due to member states, to pay expenses already made in social measures and programs.",1,Par408_EconomicGoals,2,"[""Economic Goals""]",,
35JDMRECDRRJ008IIZ5GNM8YKFUEGH,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon Apr 14 05:38:02 PDT 2025,3,BatchId:414859;OriginalHitTemplateId:921587261;,3600,259200,Tue Jul 22 05:38:02 PDT 2025,,,39ASUFLU6LQW8612XBAM0S485XMXEQ,A3GS2NTQ4XU059,Approved,Mon May 19 02:51:31 PDT 2025,Mon May 19 03:06:38 PDT 2025,Thu May 22 03:06:38 PDT 2025,Mon May 19 05:12:45 PDT 2025,,,907,100% (104/104),100% (34/34),0% (0/0),"Mrs. President!The policy of the European Central Bank is increasingly criticized.Do negative interest rates also threaten small savings?Can the loose monetary policy still fulfill your goals or are not new dangers to see on the horizon?These are questions that deal public opinion.
Ms. Lagarde has told the committee to continue the low interest rate policy of the European Central Bank.I am firmly convinced that this is really the case!Interest increases or a tighter monetary policy would give the rest in the current situation of the economy.Licking into a recession would be inevitable.
But - and Ms. Lagarde also emphasized that - the central bank alone cannot be able to support the economy in the long run and to secure money value stability.Expansive financial and budgetary policy is also urgently required, and Germany is responsible here.The insistence on the black zero is economically wrong.We need a significant increase in investments not only to support the economy, but also to cope with the challenge of climate change.",0,Par303_Governmental and Administrative Efficiency,2,"[""Keynesian Demand Management""]",,
35JDMRECDRRJ008IIZ5GNM8YKFUEGH,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon Apr 14 05:38:02 PDT 2025,3,BatchId:414859;OriginalHitTemplateId:921587261;,3600,259200,Tue Jul 22 05:38:02 PDT 2025,,,3A4NIXBJ7UIZK0CQ0QVH26EU7QKMLZ,A335R4YE2E34H6,Approved,Tue Apr 29 05:33:11 PDT 2025,Tue Apr 29 05:35:47 PDT 2025,Fri May 02 05:35:47 PDT 2025,Tue Apr 29 07:22:21 PDT 2025,,,156,100% (152/152),100% (46/46),100% (46/46),"Mrs. President!The policy of the European Central Bank is increasingly criticized.Do negative interest rates also threaten small savings?Can the loose monetary policy still fulfill your goals or are not new dangers to see on the horizon?These are questions that deal public opinion.
Ms. Lagarde has told the committee to continue the low interest rate policy of the European Central Bank.I am firmly convinced that this is really the case!Interest increases or a tighter monetary policy would give the rest in the current situation of the economy.Licking into a recession would be inevitable.
But - and Ms. Lagarde also emphasized that - the central bank alone cannot be able to support the economy in the long run and to secure money value stability.Expansive financial and budgetary policy is also urgently required, and Germany is responsible here.The insistence on the black zero is economically wrong.We need a significant increase in investments not only to support the economy, but also to cope with the challenge of climate change.",0,Par303_Governmental and Administrative Efficiency,2,"[""Market regulation"",""Economic Planning"",""Keynesian Demand Management""]",,
35JDMRECDRRJ008IIZ5GNM8YKFUEGH,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon Apr 14 05:38:02 PDT 2025,3,BatchId:414859;OriginalHitTemplateId:921587261;,3600,259200,Tue Jul 22 05:38:02 PDT 2025,,,3K4J6M3CX2CIW7P0SW8WGNEMHR6GAY,A1X47COW2Y9SEL,Approved,Wed Apr 23 07:05:31 PDT 2025,Wed Apr 23 07:09:43 PDT 2025,Sat Apr 26 07:09:43 PDT 2025,Wed Apr 23 07:36:59 PDT 2025,,,252,100% (238/239),100% (19/19),100% (19/19),"Mrs. President!The policy of the European Central Bank is increasingly criticized.Do negative interest rates also threaten small savings?Can the loose monetary policy still fulfill your goals or are not new dangers to see on the horizon?These are questions that deal public opinion.
Ms. Lagarde has told the committee to continue the low interest rate policy of the European Central Bank.I am firmly convinced that this is really the case!Interest increases or a tighter monetary policy would give the rest in the current situation of the economy.Licking into a recession would be inevitable.
But - and Ms. Lagarde also emphasized that - the central bank alone cannot be able to support the economy in the long run and to secure money value stability.Expansive financial and budgetary policy is also urgently required, and Germany is responsible here.The insistence on the black zero is economically wrong.We need a significant increase in investments not only to support the economy, but also to cope with the challenge of climate change.",0,Par303_Governmental and Administrative Efficiency,2,"[""Incentives""]",,
33P2GD6NSAA0MWV3YRY16HX4JC3HK3,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon Apr 14 05:38:49 PDT 2025,3,BatchId:414859;OriginalHitTemplateId:921587261;,3600,259200,Tue Jul 22 05:38:49 PDT 2025,,,34J10VATJ3HOFE2C7G5LRZ670NOIQ5,A1X47COW2Y9SEL,Approved,Wed Apr 30 02:40:34 PDT 2025,Wed Apr 30 02:40:48 PDT 2025,Sat May 03 02:40:48 PDT 2025,Wed Apr 30 02:43:47 PDT 2025,,,14,100% (238/239),100% (19/19),100% (19/19),"I would like to ask the er whether he agrees with the President of the United States of America that perhaps Europe's position on trade in genetically modified crops is having an effect on our trade with the southern African countries in agricultural products, thereby affecting their ability to feed themselves?",0,Par409_KeynesianDemandManagement,2,[],,
33P2GD6NSAA0MWV3YRY16HX4JC3HK3,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon Apr 14 05:38:49 PDT 2025,3,BatchId:414859;OriginalHitTemplateId:921587261;,3600,259200,Tue Jul 22 05:38:49 PDT 2025,,,3BEFOD78WUC3MS55UYW0GPCJL4SM49,A1NBQ61Y6KO3O9,Approved,Fri May 02 08:13:10 PDT 2025,Fri May 02 08:39:44 PDT 2025,Mon May 05 08:39:44 PDT 2025,Mon May 05 08:39:49 PDT 2025,,,1594,100% (287/287),100% (75/75),100% (19/19),"I would like to ask the er whether he agrees with the President of the United States of America that perhaps Europe's position on trade in genetically modified crops is having an effect on our trade with the southern African countries in agricultural products, thereby affecting their ability to feed themselves?",0,Par409_KeynesianDemandManagement,2,"[""Market regulation"",""Economic Goals""]",,
33P2GD6NSAA0MWV3YRY16HX4JC3HK3,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon Apr 14 05:38:49 PDT 2025,3,BatchId:414859;OriginalHitTemplateId:921587261;,3600,259200,Tue Jul 22 05:38:49 PDT 2025,,,3ERET4BTVAS9TABEQHFBIKVVIR8K9V,A335R4YE2E34H6,Approved,Tue Apr 29 08:04:41 PDT 2025,Tue Apr 29 08:05:12 PDT 2025,Fri May 02 08:05:12 PDT 2025,Wed Apr 30 02:30:53 PDT 2025,,,31,100% (152/152),100% (46/46),100% (46/46),"I would like to ask the er whether he agrees with the President of the United States of America that perhaps Europe's position on trade in genetically modified crops is having an effect on our trade with the southern African countries in agricultural products, thereby affecting their ability to feed themselves?",0,Par409_KeynesianDemandManagement,2,[],,
3OND0WXMIJXX0W3T25NY8MKZZF7EHG,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon Apr 14 05:38:02 PDT 2025,3,BatchId:414859;OriginalHitTemplateId:921587261;,3600,259200,Tue Jul 22 05:38:02 PDT 2025,,,3BV8HQ2ZZKKGZE0UGJZA4W1XND36AM,A1X47COW2Y9SEL,Approved,Wed Apr 23 06:23:22 PDT 2025,Wed Apr 23 06:24:27 PDT 2025,Sat Apr 26 06:24:27 PDT 2025,Wed Apr 23 06:26:34 PDT 2025,,,65,100% (238/239),100% (19/19),100% (19/19),"There is severe volatility of prices in the European honey market, because 40% of it currently depends on imports, putting beekeepers across the EU, including the Portuguese, at a competitive disadvantage vis-à-vis honey from third countries. According to official statistics, there are 17 291 beekeepers in Portugal, with 38 203 apiaries and 562 557 colonies. Production in 2009 amounted to 6 654 tonnes of honey and 235 tonnes of wax, which represents 1.9% of the honey produced in the EU, at 351 000 tonnes. The activities of bees and beekeeping are crucial to maintaining ecosystems, the ecological balance of flora and the preservation of biodiversity, as well as being, economically speaking, an activity that it makes sense for Europe to protect and encourage, so that it becomes less dependent on imports.",2,Par410416_EconomicGrowthAntiGrowth,3,"[""Incentives"",""Market regulation""]",,
3OND0WXMIJXX0W3T25NY8MKZZF7EHG,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon Apr 14 05:38:02 PDT 2025,3,BatchId:414859;OriginalHitTemplateId:921587261;,3600,259200,Tue Jul 22 05:38:02 PDT 2025,,,3GLB5JMZFLEGUESCC6ZY6OMS2VDDG9,A1NBQ61Y6KO3O9,Approved,Fri May 09 07:30:26 PDT 2025,Fri May 09 07:34:06 PDT 2025,Mon May 12 07:34:06 PDT 2025,Mon May 12 00:35:10 PDT 2025,,,220,100% (287/287),100% (75/75),100% (19/19),"There is severe volatility of prices in the European honey market, because 40% of it currently depends on imports, putting beekeepers across the EU, including the Portuguese, at a competitive disadvantage vis-à-vis honey from third countries. According to official statistics, there are 17 291 beekeepers in Portugal, with 38 203 apiaries and 562 557 colonies. Production in 2009 amounted to 6 654 tonnes of honey and 235 tonnes of wax, which represents 1.9% of the honey produced in the EU, at 351 000 tonnes. The activities of bees and beekeeping are crucial to maintaining ecosystems, the ecological balance of flora and the preservation of biodiversity, as well as being, economically speaking, an activity that it makes sense for Europe to protect and encourage, so that it becomes less dependent on imports.",2,Par410416_EconomicGrowthAntiGrowth,3,"[""Market regulation"",""Middle Class & Professional Groups"",""Incentives"",""Economic Growth""]",,
3OND0WXMIJXX0W3T25NY8MKZZF7EHG,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon Apr 14 05:38:02 PDT 2025,3,BatchId:414859;OriginalHitTemplateId:921587261;,3600,259200,Tue Jul 22 05:38:02 PDT 2025,,,3JW0YLFXRHZB06I38686KFX13Z2WWT,A335R4YE2E34H6,Approved,Tue Apr 29 08:27:32 PDT 2025,Tue Apr 29 08:28:35 PDT 2025,Fri May 02 08:28:35 PDT 2025,Wed Apr 30 02:31:01 PDT 2025,,,63,100% (152/152),100% (46/46),100% (46/46),"There is severe volatility of prices in the European honey market, because 40% of it currently depends on imports, putting beekeepers across the EU, including the Portuguese, at a competitive disadvantage vis-à-vis honey from third countries. According to official statistics, there are 17 291 beekeepers in Portugal, with 38 203 apiaries and 562 557 colonies. Production in 2009 amounted to 6 654 tonnes of honey and 235 tonnes of wax, which represents 1.9% of the honey produced in the EU, at 351 000 tonnes. The activities of bees and beekeeping are crucial to maintaining ecosystems, the ecological balance of flora and the preservation of biodiversity, as well as being, economically speaking, an activity that it makes sense for Europe to protect and encourage, so that it becomes less dependent on imports.",2,Par410416_EconomicGrowthAntiGrowth,3,"[""Incentives"",""Market regulation""]",,
388CL5C1S65B62DLJRA2LHAJ8C8HL6,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon Apr 14 05:38:49 PDT 2025,3,BatchId:414859;OriginalHitTemplateId:921587261;,3600,259200,Tue Jul 22 05:38:49 PDT 2025,,,36ZN444YTFHLU2PWS3DH2UB7LM6IOX,A1X47COW2Y9SEL,Approved,Wed Apr 30 02:34:23 PDT 2025,Wed Apr 30 02:35:18 PDT 2025,Sat May 03 02:35:18 PDT 2025,Wed Apr 30 02:43:47 PDT 2025,,,55,100% (238/239),100% (19/19),100% (19/19),"Let me start with optimism.The banking union will surely be a success story, just as Euro may be the most prominent success of European integration in the recent period besides Schengen.
However, the crisis has caused considerable distrust in European institutions and instruments.Thus, the December Eurobarometer shows.
Nevertheless, in some places, poor banking management, European Union citizens continue to trust, for example, the Monetary Union, especially Slovenes.Well, from today, trends have deteriorated, mainly due to the banking crisis in Slovenia and the political situation.
In any case, the banking Union in the European Union will stabilize the cash system, not just in the euro zone.In my opinion, we should introduce it long ago, as they would rationalize business and reduce (interruption)",1,Par404_EconomicPlanning,2,"[""Economic Goals""]",,
388CL5C1S65B62DLJRA2LHAJ8C8HL6,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon Apr 14 05:38:49 PDT 2025,3,BatchId:414859;OriginalHitTemplateId:921587261;,3600,259200,Tue Jul 22 05:38:49 PDT 2025,,,3C44YUNSIP8M7RLBFPPL0X0K3MTPDI,A335R4YE2E34H6,Approved,Tue Apr 29 04:08:19 PDT 2025,Tue Apr 29 04:31:18 PDT 2025,Fri May 02 04:31:18 PDT 2025,Tue Apr 29 05:04:54 PDT 2025,,,1379,100% (152/152),100% (46/46),100% (46/46),"Let me start with optimism.The banking union will surely be a success story, just as Euro may be the most prominent success of European integration in the recent period besides Schengen.
However, the crisis has caused considerable distrust in European institutions and instruments.Thus, the December Eurobarometer shows.
Nevertheless, in some places, poor banking management, European Union citizens continue to trust, for example, the Monetary Union, especially Slovenes.Well, from today, trends have deteriorated, mainly due to the banking crisis in Slovenia and the political situation.
In any case, the banking Union in the European Union will stabilize the cash system, not just in the euro zone.In my opinion, we should introduce it long ago, as they would rationalize business and reduce (interruption)",1,Par404_EconomicPlanning,2,"[""Market regulation"",""Economic Planning""]",,
388CL5C1S65B62DLJRA2LHAJ8C8HL6,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon Apr 14 05:38:49 PDT 2025,3,BatchId:414859;OriginalHitTemplateId:921587261;,3600,259200,Tue Jul 22 05:38:49 PDT 2025,,,3CFVK00FW94XVXRYDAO0DAH8HQD6LH,A1NBQ61Y6KO3O9,Approved,Mon May 12 08:23:48 PDT 2025,Mon May 12 08:35:10 PDT 2025,Thu May 15 08:35:10 PDT 2025,Tue May 13 01:51:34 PDT 2025,,,682,100% (287/287),100% (75/75),100% (19/19),"Let me start with optimism.The banking union will surely be a success story, just as Euro may be the most prominent success of European integration in the recent period besides Schengen.
However, the crisis has caused considerable distrust in European institutions and instruments.Thus, the December Eurobarometer shows.
Nevertheless, in some places, poor banking management, European Union citizens continue to trust, for example, the Monetary Union, especially Slovenes.Well, from today, trends have deteriorated, mainly due to the banking crisis in Slovenia and the political situation.
In any case, the banking Union in the European Union will stabilize the cash system, not just in the euro zone.In my opinion, we should introduce it long ago, as they would rationalize business and reduce (interruption)",1,Par404_EconomicPlanning,2,"[""Government and administrative efficiency"",""Market regulation"",""Economic Planning""]",,
3M93N4X8I75U1L31R0AO9G4TDYKJSR,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon Apr 14 05:38:49 PDT 2025,3,BatchId:414859;OriginalHitTemplateId:921587261;,3600,259200,Tue Jul 22 05:38:49 PDT 2025,,,3PW9OPU9PE3WNP4TXYUE3IRI3ET21B,A1X47COW2Y9SEL,Approved,Thu Apr 17 03:06:52 PDT 2025,Thu Apr 17 03:09:37 PDT 2025,Sun Apr 20 03:09:37 PDT 2025,Thu Apr 17 03:14:28 PDT 2025,,,165,100% (238/239),100% (19/19),100% (19/19),"This report advocates a new EU Strategy for the Protection and Welfare of Animals 2012-2015, since a high level of animal welfare is a part of sustainable development and important to protect animal health, public health and the productivity and competitiveness of the livestock sector in Europe. However, the complex European and national rules on animal welfare, together with the lack of information regarding these, create legal uncertainty while the lack of compliance and of ‘legal milestones’ distorts competition. Therefore, Commission Communication COM(2012)0006 on an EU Strategy for the Protection and Welfare of Animals 2012-2015 should be applauded, since it advocates a new approach in the field of animal welfare, based on scientific foundations and proven experience acquired over recent years, and where the legislation is easy to understand and easy to control. For example, in that regard, more attention should be paid to animal welfare in EU consumer policy, in the framework research programmes and in the common agricultural policy. However, it is essential to create a budget adequate for the measures listed. I voted for this report for the above reasons.",0,Par401403_FreeMarket-MarketRegulation,3,"[""Market regulation""]",,
3M93N4X8I75U1L31R0AO9G4TDYKJSR,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon Apr 14 05:38:49 PDT 2025,3,BatchId:414859;OriginalHitTemplateId:921587261;,3600,259200,Tue Jul 22 05:38:49 PDT 2025,,,3U4J9857O2U4MOJR574Y5LLZ07I7BT,A1NBQ61Y6KO3O9,Approved,Fri May 09 08:30:07 PDT 2025,Fri May 09 08:42:16 PDT 2025,Mon May 12 08:42:16 PDT 2025,Mon May 12 00:35:10 PDT 2025,,,729,100% (287/287),100% (75/75),100% (19/19),"This report advocates a new EU Strategy for the Protection and Welfare of Animals 2012-2015, since a high level of animal welfare is a part of sustainable development and important to protect animal health, public health and the productivity and competitiveness of the livestock sector in Europe. However, the complex European and national rules on animal welfare, together with the lack of information regarding these, create legal uncertainty while the lack of compliance and of ‘legal milestones’ distorts competition. Therefore, Commission Communication COM(2012)0006 on an EU Strategy for the Protection and Welfare of Animals 2012-2015 should be applauded, since it advocates a new approach in the field of animal welfare, based on scientific foundations and proven experience acquired over recent years, and where the legislation is easy to understand and easy to control. For example, in that regard, more attention should be paid to animal welfare in EU consumer policy, in the framework research programmes and in the common agricultural policy. However, it is essential to create a budget adequate for the measures listed. I voted for this report for the above reasons.",0,Par401403_FreeMarket-MarketRegulation,3,"[""Market regulation"",""Incentives"",""Economic Planning"",""Economic Growth""]",,
3M93N4X8I75U1L31R0AO9G4TDYKJSR,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon Apr 14 05:38:49 PDT 2025,3,BatchId:414859;OriginalHitTemplateId:921587261;,3600,259200,Tue Jul 22 05:38:49 PDT 2025,,,3ZAZR5XV0P16G3H322SC7PKGSLOZCD,A335R4YE2E34H6,Approved,Tue Apr 29 08:06:57 PDT 2025,Tue Apr 29 08:08:28 PDT 2025,Fri May 02 08:08:28 PDT 2025,Wed Apr 30 02:30:58 PDT 2025,,,91,100% (152/152),100% (46/46),100% (46/46),"This report advocates a new EU Strategy for the Protection and Welfare of Animals 2012-2015, since a high level of animal welfare is a part of sustainable development and important to protect animal health, public health and the productivity and competitiveness of the livestock sector in Europe. However, the complex European and national rules on animal welfare, together with the lack of information regarding these, create legal uncertainty while the lack of compliance and of ‘legal milestones’ distorts competition. Therefore, Commission Communication COM(2012)0006 on an EU Strategy for the Protection and Welfare of Animals 2012-2015 should be applauded, since it advocates a new approach in the field of animal welfare, based on scientific foundations and proven experience acquired over recent years, and where the legislation is easy to understand and easy to control. For example, in that regard, more attention should be paid to animal welfare in EU consumer policy, in the framework research programmes and in the common agricultural policy. However, it is essential to create a budget adequate for the measures listed. I voted for this report for the above reasons.",0,Par401403_FreeMarket-MarketRegulation,3,"[""Market regulation""]",,
3QGHA0EA16IHQJMYND788HO1B67BWD,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon Apr 14 05:38:06 PDT 2025,3,BatchId:414859;OriginalHitTemplateId:921587261;,3600,259200,Tue Jul 22 05:38:06 PDT 2025,,,3GLB5JMZFLEGUESCC6ZY6OMS2U3GD0,A1X47COW2Y9SEL,Approved,Wed Apr 23 07:38:10 PDT 2025,Wed Apr 23 07:39:47 PDT 2025,Sat Apr 26 07:39:47 PDT 2025,Wed Apr 23 07:58:10 PDT 2025,,,97,100% (238/239),100% (19/19),100% (19/19),"Mr President, that is the 19th crisis summit that Mr Cameron has been to. As the Rolling Stones might say, the 19th nervous breakdown, and that is reflected I think by the funereal mood in this Chamber this morning.
 Yes, on that Friday morning ‘breakthrough’ was cried, and indeed Mr Van Rompuy parroted the word this morning: ‘breakthrough’. Nobody believes you. The wheels are coming off.
 This European Stability Mechanism, your new bailout vehicle, is doomed before it starts. We have legal challenges in Ireland and in Germany. We have the Estonian Justice Minister saying it will not fit their constitution but – most fun of all – the Finns and the Dutch seem to have broken the agreement that was made in the middle of the night. Perhaps they were excluded from this, perhaps the little countries do not have a say in Europe at all any more. It is not credible. The euro crisis now looks to me to be frankly insoluble.
 There is also a massive crisis of leadership. It is lovely to see you, Mr Van Rompuy. You have not been here for many months; it is delightful to have you back. Last time you were here, you told us we had turned the corner, that the worst of the crisis was over. With every one of your predictions, it goes on getting worse. I am sorry, sir: you do not have the presence, the credibility or the standing for the international markets to believe that you can provide a solution. And Mr Barroso here: at the G20, he stood up at the press conference and said that we do not need any lessons in democracy – said the unelected President of the European Commission. I mean, he went on to say that the eurozone’s problems had been caused by unorthodox practices in North America.
 You have made yourselves an international laughing stock. You do not have any credibility. But one piece of helpful advice from me: do not this summer go on any billionaires’ yachts on extended holidays, because the markets guarantee we will all be back here in August.",1,Par402_Incentives,2,[],,
3QGHA0EA16IHQJMYND788HO1B67BWD,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon Apr 14 05:38:06 PDT 2025,3,BatchId:414859;OriginalHitTemplateId:921587261;,3600,259200,Tue Jul 22 05:38:06 PDT 2025,,,3HOSI13XHN7DIUILAGYQ03JVP3YDD0,A1NBQ61Y6KO3O9,Approved,Tue May 13 08:27:27 PDT 2025,Tue May 13 08:39:54 PDT 2025,Fri May 16 08:39:54 PDT 2025,Fri May 16 08:40:49 PDT 2025,,,747,100% (287/287),100% (75/75),100% (19/19),"Mr President, that is the 19th crisis summit that Mr Cameron has been to. As the Rolling Stones might say, the 19th nervous breakdown, and that is reflected I think by the funereal mood in this Chamber this morning.
 Yes, on that Friday morning ‘breakthrough’ was cried, and indeed Mr Van Rompuy parroted the word this morning: ‘breakthrough’. Nobody believes you. The wheels are coming off.
 This European Stability Mechanism, your new bailout vehicle, is doomed before it starts. We have legal challenges in Ireland and in Germany. We have the Estonian Justice Minister saying it will not fit their constitution but – most fun of all – the Finns and the Dutch seem to have broken the agreement that was made in the middle of the night. Perhaps they were excluded from this, perhaps the little countries do not have a say in Europe at all any more. It is not credible. The euro crisis now looks to me to be frankly insoluble.
 There is also a massive crisis of leadership. It is lovely to see you, Mr Van Rompuy. You have not been here for many months; it is delightful to have you back. Last time you were here, you told us we had turned the corner, that the worst of the crisis was over. With every one of your predictions, it goes on getting worse. I am sorry, sir: you do not have the presence, the credibility or the standing for the international markets to believe that you can provide a solution. And Mr Barroso here: at the G20, he stood up at the press conference and said that we do not need any lessons in democracy – said the unelected President of the European Commission. I mean, he went on to say that the eurozone’s problems had been caused by unorthodox practices in North America.
 You have made yourselves an international laughing stock. You do not have any credibility. But one piece of helpful advice from me: do not this summer go on any billionaires’ yachts on extended holidays, because the markets guarantee we will all be back here in August.",1,Par402_Incentives,2,"[""Government and administrative efficiency"",""Economic Goals""]",,
